classIDx,frame_idx,mean_score,std_score,min_score,max_score,normalized_mean,mean_new,max_normalized
47,24,-0.10711,0.01115,-0.11981,-0.08717,-0.06303,-0.04408,-0.04309
47,23,-0.12108,0.03466,-0.1505,-0.04857,-0.077,-0.04408,-0.00449
47,18,-0.17255,0.04986,-0.22086,-0.06558,-0.12847,-0.04408,-0.0215
47,17,-0.16738,0.04633,-0.21199,-0.06899,-0.1233,-0.04408,-0.02491
47,16,-0.17175,0.04564,-0.22181,-0.07596,-0.12767,-0.04408,-0.03188
47,14,-0.12756,0.03811,-0.17348,-0.05921,-0.08348,-0.04408,-0.01513
47,6,-0.07072,0.02434,-0.10641,-0.04889,-0.02664,-0.04408,-0.00481
49,82,-0.20576,0.04117,-0.29438,-0.17522,-0.05547,-0.15029,-0.02493
49,81,-0.18673,0.03969,-0.26786,-0.15042,-0.03644,-0.15029,-0.00013
49,68,-0.19907,0.03633,-0.27086,-0.15397,-0.04878,-0.15029,-0.00368
49,63,-0.2007,0.03145,-0.26576,-0.16815,-0.05041,-0.15029,-0.01786
49,96,-0.28089,0.04803,-0.37993,-0.22202,-0.1306,-0.15029,-0.07173
49,111,-0.18351,0.02891,-0.2377,-0.15433,-0.03322,-0.15029,-0.00404
49,110,-0.22739,0.03661,-0.29022,-0.17643,-0.0771,-0.15029,-0.02614
49,109,-0.2097,0.0403,-0.29508,-0.17056,-0.05941,-0.15029,-0.02027
49,108,-0.24104,0.0475,-0.34567,-0.20357,-0.09075,-0.15029,-0.05328
49,107,-0.25569,0.04874,-0.36333,-0.2192,-0.1054,-0.15029,-0.06891
49,101,-0.2749,0.0492,-0.38211,-0.23121,-0.12461,-0.15029,-0.08092
49,100,-0.25256,0.04696,-0.35674,-0.22209,-0.10227,-0.15029,-0.0718
49,99,-0.27333,0.04236,-0.36625,-0.2427,-0.12304,-0.15029,-0.09241
49,98,-0.23867,0.04717,-0.34347,-0.21149,-0.08838,-0.15029,-0.0612
49,97,-0.28165,0.03863,-0.35916,-0.24543,-0.13136,-0.15029,-0.09514
49,49,-0.26682,0.04551,-0.34409,-0.2065,-0.11653,-0.15029,-0.05621
49,46,-0.22402,0.03669,-0.30023,-0.19073,-0.07373,-0.15029,-0.04044
49,45,-0.2291,0.03919,-0.30188,-0.17875,-0.07881,-0.15029,-0.02846
50,106,-0.14636,0.0118,-0.16689,-0.12964,-0.03299,-0.11337,-0.01627
50,110,-0.15187,0.01325,-0.1683,-0.1262,-0.0385,-0.11337,-0.01283
50,105,-0.14795,0.01689,-0.17079,-0.12332,-0.03458,-0.11337,-0.00995
50,107,-0.1416,0.01046,-0.16091,-0.13019,-0.02823,-0.11337,-0.01682
50,108,-0.14754,0.01049,-0.16456,-0.13368,-0.03417,-0.11337,-0.02031
50,109,-0.15645,0.01437,-0.17745,-0.13477,-0.04308,-0.11337,-0.0214
50,104,-0.14916,0.01657,-0.17123,-0.12588,-0.03579,-0.11337,-0.01251
50,103,-0.1462,0.01732,-0.16551,-0.12157,-0.03283,-0.11337,-0.0082
50,91,-0.14422,0.03159,-0.21172,-0.11933,-0.03085,-0.11337,-0.00596
50,101,-0.14697,0.01711,-0.16407,-0.12255,-0.0336,-0.11337,-0.00918
50,87,-0.14375,0.03715,-0.22424,-0.11437,-0.03038,-0.11337,-0.001
50,89,-0.16642,0.03665,-0.24686,-0.14147,-0.05305,-0.11337,-0.0281
50,90,-0.15921,0.03761,-0.23787,-0.12653,-0.04584,-0.11337,-0.01316
50,98,-0.15117,0.01827,-0.16943,-0.12328,-0.0378,-0.11337,-0.00991
50,99,-0.14866,0.01735,-0.16698,-0.1236,-0.03529,-0.11337,-0.01023
50,100,-0.14804,0.01763,-0.16606,-0.12255,-0.03467,-0.11337,-0.00918
50,102,-0.14535,0.01677,-0.16482,-0.12146,-0.03198,-0.11337,-0.00809
50,84,-0.14666,0.03129,-0.20961,-0.12024,-0.03329,-0.11337,-0.00687
50,141,-0.13168,0.01742,-0.15811,-0.11585,-0.01831,-0.11337,-0.00248
50,140,-0.1265,0.01505,-0.14993,-0.11404,-0.01313,-0.11337,-0.00067
50,139,-0.13056,0.01682,-0.1546,-0.11616,-0.01719,-0.11337,-0.00279
50,130,-0.13956,0.01856,-0.17118,-0.11774,-0.02619,-0.11337,-0.00437
50,131,-0.13717,0.02186,-0.16791,-0.11458,-0.0238,-0.11337,-0.00121
50,137,-0.12731,0.01498,-0.15293,-0.11413,-0.01394,-0.11337,-0.00076
50,138,-0.12893,0.0148,-0.15176,-0.11407,-0.01556,-0.11337,-0.0007
50,83,-0.15414,0.03392,-0.22245,-0.11881,-0.04077,-0.11337,-0.00544
50,81,-0.17333,0.03515,-0.22018,-0.1281,-0.05996,-0.11337,-0.01473
50,26,-0.15848,0.03832,-0.21464,-0.12034,-0.04511,-0.11337,-0.00697
50,4,-0.21072,0.0362,-0.2494,-0.13525,-0.09735,-0.11337,-0.02188
50,7,-0.15508,0.03645,-0.22181,-0.11431,-0.04171,-0.11337,-0.00094
50,8,-0.17406,0.03557,-0.24382,-0.14083,-0.06069,-0.11337,-0.02746
50,9,-0.1707,0.03341,-0.2398,-0.14524,-0.05733,-0.11337,-0.03187
50,10,-0.15529,0.03206,-0.22428,-0.12955,-0.04192,-0.11337,-0.01618
50,11,-0.15927,0.02999,-0.22303,-0.13702,-0.0459,-0.11337,-0.02365
50,12,-0.16406,0.02843,-0.22654,-0.14069,-0.05069,-0.11337,-0.02732
50,13,-0.1513,0.02792,-0.20973,-0.12129,-0.03793,-0.11337,-0.00792
50,14,-0.14258,0.02578,-0.19687,-0.11479,-0.02921,-0.11337,-0.00142
50,37,-0.16136,0.02201,-0.19292,-0.12508,-0.04799,-0.11337,-0.01171
50,38,-0.1353,0.02857,-0.19784,-0.11699,-0.02193,-0.11337,-0.00362
50,15,-0.15804,0.01765,-0.18297,-0.13612,-0.04467,-0.11337,-0.02275
50,76,-0.19438,0.04084,-0.2619,-0.14174,-0.08101,-0.11337,-0.02837
50,82,-0.14563,0.01743,-0.17818,-0.12605,-0.03226,-0.11337,-0.01268
53,1,-0.25698,0.02318,-0.30459,-0.24244,-0.1212,-0.13578,-0.10666
53,6,-0.14602,0.00693,-0.16148,-0.14174,-0.01024,-0.13578,-0.00596
53,5,-0.23039,0.02563,-0.27838,-0.1901,-0.09461,-0.13578,-0.05432
53,2,-0.24602,0.01973,-0.29013,-0.23706,-0.11024,-0.13578,-0.10128
54,16,-0.26799,0.02405,-0.31524,-0.2455,-0.18678,-0.08121,-0.16429
54,15,-0.27122,0.02224,-0.31473,-0.25143,-0.19001,-0.08121,-0.17022
55,67,-0.12168,0.0139,-0.14042,-0.09619,-0.0666,-0.05508,-0.04111
55,19,-0.0807,0.02104,-0.12147,-0.05723,-0.02562,-0.05508,-0.00215
55,10,-0.08876,0.02576,-0.13723,-0.06473,-0.03368,-0.05508,-0.00965
57,94,-0.24597,0.03758,-0.34657,-0.19986,-0.07308,-0.1729,-0.02697
57,28,-0.27408,0.0328,-0.35789,-0.21202,-0.10118,-0.1729,-0.03912
57,27,-0.25363,0.03637,-0.34449,-0.21577,-0.08074,-0.1729,-0.04288
57,26,-0.24832,0.03663,-0.34843,-0.20857,-0.07543,-0.1729,-0.03568
58,125,-0.3097,0.01654,-0.34412,-0.29082,-0.04307,-0.26663,-0.02419
58,138,-0.30187,0.03046,-0.36575,-0.27364,-0.03524,-0.26663,-0.00701
58,139,-0.31147,0.0338,-0.37858,-0.27762,-0.04484,-0.26663,-0.01099
58,141,-0.32053,0.04028,-0.39053,-0.27864,-0.0539,-0.26663,-0.01201
58,180,-0.37826,0.04311,-0.45607,-0.31387,-0.11163,-0.26663,-0.04724
58,33,-0.2975,0.03441,-0.37013,-0.26927,-0.03087,-0.26663,-0.00264
58,36,-0.32323,0.02458,-0.37203,-0.29209,-0.0566,-0.26663,-0.02546
58,38,-0.31499,0.04557,-0.39585,-0.2704,-0.04836,-0.26663,-0.00377
58,39,-0.34736,0.03173,-0.4013,-0.30413,-0.08073,-0.26663,-0.0375
58,40,-0.3503,0.03704,-0.41852,-0.31226,-0.08367,-0.26663,-0.04563
58,4,-0.33704,0.02507,-0.38104,-0.29936,-0.07041,-0.26663,-0.03273
58,5,-0.32059,0.04555,-0.40324,-0.26892,-0.05396,-0.26663,-0.00229
58,6,-0.34741,0.04465,-0.41797,-0.28584,-0.08078,-0.26663,-0.01921
58,8,-0.33133,0.02129,-0.35754,-0.30004,-0.0647,-0.26663,-0.03341
58,10,-0.33171,0.04236,-0.38792,-0.27818,-0.06508,-0.26663,-0.01155
58,44,-0.32831,0.04974,-0.41109,-0.27239,-0.06168,-0.26663,-0.00576
58,82,-0.32711,0.03437,-0.38235,-0.27324,-0.06048,-0.26663,-0.00661
58,45,-0.33833,0.03388,-0.39256,-0.28799,-0.0717,-0.26663,-0.02136
58,46,-0.37137,0.03725,-0.42993,-0.31105,-0.10474,-0.26663,-0.04442
58,48,-0.34212,0.03945,-0.39383,-0.27965,-0.07549,-0.26663,-0.01302
58,49,-0.36612,0.02993,-0.43034,-0.33648,-0.09949,-0.26663,-0.06985
58,50,-0.33116,0.02199,-0.37838,-0.31199,-0.06453,-0.26663,-0.04536
58,47,-0.38178,0.04243,-0.45115,-0.32671,-0.11515,-0.26663,-0.06008
59,14,-0.2364,0.04816,-0.36348,-0.17661,-0.06594,-0.17046,-0.00615
59,15,-0.24857,0.04585,-0.33045,-0.1812,-0.07811,-0.17046,-0.01074
60,83,-0.19233,0.04726,-0.25709,-0.13772,-0.07623,-0.1161,-0.02162
60,81,-0.16445,0.03625,-0.22242,-0.12102,-0.04835,-0.1161,-0.00492
60,117,-0.16654,0.03129,-0.20456,-0.1209,-0.05044,-0.1161,-0.0048
60,121,-0.20883,0.04594,-0.2649,-0.12848,-0.09273,-0.1161,-0.01238
60,20,-0.15148,0.02019,-0.18356,-0.13007,-0.03538,-0.1161,-0.01397
60,17,-0.16896,0.01479,-0.19128,-0.14951,-0.05286,-0.1161,-0.03341
60,12,-0.15105,0.01838,-0.17063,-0.11615,-0.03495,-0.1161,-5e-05
60,11,-0.14598,0.01862,-0.18181,-0.12567,-0.02988,-0.1161,-0.00957
60,16,-0.16345,0.02286,-0.20845,-0.12581,-0.04735,-0.1161,-0.00971
60,18,-0.16358,0.01873,-0.19255,-0.1326,-0.04748,-0.1161,-0.0165
60,56,-0.14232,0.01421,-0.15833,-0.11629,-0.02622,-0.1161,-0.00019
60,53,-0.1463,0.0129,-0.16952,-0.13043,-0.0302,-0.1161,-0.01433
61,50,-0.28848,0.03097,-0.31593,-0.24118,-0.06374,-0.22474,-0.01644
61,49,-0.28718,0.0338,-0.3175,-0.23598,-0.06244,-0.22474,-0.01124
61,48,-0.29125,0.03531,-0.32942,-0.23777,-0.06651,-0.22474,-0.01303
61,47,-0.2867,0.03412,-0.3283,-0.23716,-0.06196,-0.22474,-0.01242
61,42,-0.31104,0.03248,-0.3587,-0.26937,-0.0863,-0.22474,-0.04463
61,44,-0.28985,0.03219,-0.33671,-0.2472,-0.06511,-0.22474,-0.02246
61,43,-0.29308,0.03788,-0.33073,-0.23963,-0.06834,-0.22474,-0.01489
61,41,-0.31687,0.03772,-0.3637,-0.26835,-0.09213,-0.22474,-0.04361
61,40,-0.31158,0.04174,-0.3557,-0.25979,-0.08684,-0.22474,-0.03505
61,39,-0.31283,0.04339,-0.35884,-0.25845,-0.08809,-0.22474,-0.03371
61,38,-0.33278,0.0358,-0.38286,-0.28877,-0.10804,-0.22474,-0.06403
61,45,-0.29005,0.03351,-0.33265,-0.24458,-0.06531,-0.22474,-0.01984
61,53,-0.2783,0.02609,-0.30256,-0.23664,-0.05356,-0.22474,-0.0119
61,55,-0.27612,0.03007,-0.30743,-0.22982,-0.05138,-0.22474,-0.00508
61,37,-0.34453,0.03009,-0.37675,-0.30414,-0.11979,-0.22474,-0.0794
61,65,-0.26907,0.03023,-0.30542,-0.22644,-0.04433,-0.22474,-0.0017
61,62,-0.27779,0.03201,-0.32035,-0.22662,-0.05305,-0.22474,-0.00188
61,61,-0.27776,0.02886,-0.31645,-0.23624,-0.05302,-0.22474,-0.0115
61,60,-0.27136,0.03074,-0.30992,-0.22732,-0.04662,-0.22474,-0.00258
61,58,-0.26987,0.02889,-0.31023,-0.22931,-0.04513,-0.22474,-0.00457
61,56,-0.27297,0.02867,-0.30585,-0.23355,-0.04823,-0.22474,-0.00881
61,54,-0.27544,0.02936,-0.31197,-0.23059,-0.0507,-0.22474,-0.00585
61,36,-0.34466,0.03013,-0.37541,-0.3001,-0.11992,-0.22474,-0.07536
61,35,-0.36465,0.03063,-0.39897,-0.32422,-0.13991,-0.22474,-0.09948
62,1,-0.19424,0.01817,-0.22237,-0.15587,-0.05282,-0.14142,-0.01445
63,79,-0.15006,0.02173,-0.17575,-0.11694,-0.04334,-0.10672,-0.01022
63,77,-0.19018,0.00395,-0.19472,-0.18464,-0.08346,-0.10672,-0.07792
63,78,-0.15606,0.0088,-0.16995,-0.14472,-0.04934,-0.10672,-0.038
63,81,-0.15475,0.00886,-0.16787,-0.14417,-0.04803,-0.10672,-0.03745
63,24,-0.13609,0.00596,-0.14202,-0.12494,-0.02937,-0.10672,-0.01822
63,23,-0.12162,0.01317,-0.14973,-0.10894,-0.0149,-0.10672,-0.00222
63,22,-0.16128,0.02244,-0.18606,-0.12271,-0.05456,-0.10672,-0.01599
63,21,-0.1359,0.02138,-0.17156,-0.11642,-0.02918,-0.10672,-0.0097
63,20,-0.20298,0.02595,-0.24247,-0.17314,-0.09626,-0.10672,-0.06642
63,19,-0.25047,0.00951,-0.26049,-0.23686,-0.14375,-0.10672,-0.13014
63,50,-0.20698,0.04303,-0.26316,-0.14846,-0.10026,-0.10672,-0.04174
63,49,-0.14531,0.00824,-0.16038,-0.13579,-0.03859,-0.10672,-0.02907
63,48,-0.20908,0.01192,-0.22296,-0.19252,-0.10236,-0.10672,-0.0858
63,47,-0.19327,0.0153,-0.2106,-0.16343,-0.08655,-0.10672,-0.05671
63,46,-0.18903,0.01628,-0.21368,-0.16355,-0.08231,-0.10672,-0.05683
63,45,-0.17712,0.01742,-0.19836,-0.1526,-0.0704,-0.10672,-0.04588
63,44,-0.18268,0.01657,-0.20402,-0.15619,-0.07596,-0.10672,-0.04947
63,43,-0.18724,0.01715,-0.20531,-0.16226,-0.08052,-0.10672,-0.05554
63,42,-0.20143,0.01378,-0.23028,-0.18963,-0.09471,-0.10672,-0.08291
63,41,-0.19733,0.01077,-0.21319,-0.17825,-0.09061,-0.10672,-0.07153
63,39,-0.17284,0.01816,-0.2131,-0.16211,-0.06612,-0.10672,-0.05539
63,40,-0.18509,0.02025,-0.22109,-0.15648,-0.07837,-0.10672,-0.04976
63,31,-0.1497,0.02491,-0.17867,-0.11033,-0.04298,-0.10672,-0.00361
63,32,-0.1504,0.02745,-0.18703,-0.11458,-0.04368,-0.10672,-0.00786
63,33,-0.14215,0.01482,-0.15996,-0.11942,-0.03543,-0.10672,-0.0127
63,38,-0.1544,0.02448,-0.1837,-0.12649,-0.04768,-0.10672,-0.01977
64,12,-0.2074,0.04063,-0.29759,-0.16578,-0.04296,-0.16444,-0.00134
65,4,-0.29822,0.02511,-0.34897,-0.26817,-0.07748,-0.22074,-0.04743
65,6,-0.28528,0.04925,-0.36257,-0.22247,-0.06454,-0.22074,-0.00173
65,8,-0.26881,0.02483,-0.3156,-0.24359,-0.04807,-0.22074,-0.02285
65,43,-0.30992,0.03583,-0.37394,-0.25866,-0.08918,-0.22074,-0.03792
66,129,-0.12467,0.01752,-0.14357,-0.09908,-0.03253,-0.09214,-0.00694
66,68,-0.1419,0.00769,-0.15396,-0.1324,-0.04976,-0.09214,-0.04026
66,128,-0.12189,0.01538,-0.1373,-0.09733,-0.02975,-0.09214,-0.00519
66,127,-0.11587,0.01185,-0.13408,-0.09631,-0.02373,-0.09214,-0.00417
66,120,-0.12477,0.01291,-0.14361,-0.10589,-0.03263,-0.09214,-0.01375
66,119,-0.11216,0.0102,-0.13135,-0.09758,-0.02002,-0.09214,-0.00544
66,118,-0.11798,0.01545,-0.14538,-0.09842,-0.02584,-0.09214,-0.00628
66,67,-0.14568,0.00973,-0.16316,-0.13423,-0.05354,-0.09214,-0.04209
66,65,-0.1398,0.00879,-0.15459,-0.12854,-0.04766,-0.09214,-0.0364
66,13,-0.24298,0.02637,-0.28821,-0.20405,-0.15084,-0.09214,-0.11191
66,12,-0.24118,0.02639,-0.28639,-0.20097,-0.14904,-0.09214,-0.10883
66,11,-0.24973,0.02871,-0.29332,-0.20448,-0.15759,-0.09214,-0.11234
66,10,-0.25061,0.03072,-0.29502,-0.19813,-0.15847,-0.09214,-0.10599
66,9,-0.24743,0.02799,-0.28096,-0.20063,-0.15529,-0.09214,-0.10849
66,8,-0.2471,0.02593,-0.27985,-0.20534,-0.15496,-0.09214,-0.1132
66,7,-0.24858,0.0259,-0.27932,-0.20763,-0.15644,-0.09214,-0.11549
66,6,-0.24858,0.02555,-0.27829,-0.21077,-0.15644,-0.09214,-0.11863
66,5,-0.24962,0.02548,-0.27712,-0.21336,-0.15748,-0.09214,-0.12122
66,4,-0.2524,0.02612,-0.2802,-0.21579,-0.16026,-0.09214,-0.12365
66,3,-0.25088,0.02573,-0.28127,-0.21509,-0.15874,-0.09214,-0.12295
66,2,-0.25061,0.02624,-0.28567,-0.21401,-0.15847,-0.09214,-0.12187
66,1,-0.25,0.02597,-0.28509,-0.21242,-0.15786,-0.09214,-0.12028
66,66,-0.14865,0.00899,-0.16391,-0.13495,-0.05651,-0.09214,-0.04281
66,64,-0.14517,0.00802,-0.1614,-0.13655,-0.05303,-0.09214,-0.04441
66,63,-0.14648,0.00843,-0.16231,-0.13777,-0.05434,-0.09214,-0.04563
66,62,-0.15002,0.0116,-0.17288,-0.138,-0.05788,-0.09214,-0.04586
66,61,-0.13972,0.014,-0.15953,-0.11393,-0.04758,-0.09214,-0.02179
67,145,-0.15768,0.03931,-0.23309,-0.11917,-0.06875,-0.08893,-0.03024
67,148,-0.15301,0.03732,-0.21046,-0.09839,-0.06408,-0.08893,-0.00946
67,153,-0.12621,0.02934,-0.17408,-0.09303,-0.03728,-0.08893,-0.0041
67,146,-0.16567,0.03872,-0.24175,-0.13246,-0.07674,-0.08893,-0.04353
67,194,-0.17298,0.02341,-0.21391,-0.13722,-0.08405,-0.08893,-0.04829
67,184,-0.15265,0.04329,-0.22747,-0.11334,-0.06372,-0.08893,-0.02441
67,185,-0.17291,0.04361,-0.24118,-0.12739,-0.08398,-0.08893,-0.03846
67,187,-0.1547,0.04304,-0.21497,-0.10262,-0.06577,-0.08893,-0.01369
67,188,-0.15097,0.04225,-0.21118,-0.11373,-0.06204,-0.08893,-0.0248
67,189,-0.12739,0.02432,-0.16537,-0.09674,-0.03846,-0.08893,-0.00781
67,190,-0.14816,0.02701,-0.19298,-0.114,-0.05923,-0.08893,-0.02507
67,191,-0.1645,0.03364,-0.21879,-0.13039,-0.07557,-0.08893,-0.04146
67,183,-0.18399,0.04613,-0.26418,-0.12835,-0.09506,-0.08893,-0.03942
67,192,-0.16594,0.02019,-0.20311,-0.15,-0.07701,-0.08893,-0.06107
67,195,-0.18069,0.03438,-0.23642,-0.12513,-0.09176,-0.08893,-0.0362
67,196,-0.15917,0.03011,-0.20675,-0.12858,-0.07024,-0.08893,-0.03965
67,197,-0.16638,0.03482,-0.21589,-0.12517,-0.07745,-0.08893,-0.03624
67,198,-0.14636,0.03812,-0.20317,-0.10971,-0.05743,-0.08893,-0.02078
67,199,-0.16674,0.03867,-0.22053,-0.11752,-0.07781,-0.08893,-0.02859
67,200,-0.16123,0.04208,-0.2249,-0.11869,-0.0723,-0.08893,-0.02976
67,193,-0.16133,0.02362,-0.20311,-0.13491,-0.0724,-0.08893,-0.04598
67,182,-0.18961,0.04907,-0.2739,-0.14889,-0.10068,-0.08893,-0.05996
67,181,-0.1971,0.0384,-0.2678,-0.16448,-0.10817,-0.08893,-0.07555
67,180,-0.18543,0.04349,-0.2585,-0.14518,-0.0965,-0.08893,-0.05625
67,176,-0.13891,0.03654,-0.19147,-0.10702,-0.04998,-0.08893,-0.01809
67,177,-0.15151,0.03129,-0.21529,-0.1268,-0.06258,-0.08893,-0.03787
67,178,-0.18626,0.04499,-0.25654,-0.14384,-0.09733,-0.08893,-0.05491
67,179,-0.19223,0.04256,-0.26148,-0.15134,-0.1033,-0.08893,-0.06241
67,16,-0.12691,0.01247,-0.15155,-0.10924,-0.03798,-0.08893,-0.02031
68,49,-0.26676,0.02776,-0.31486,-0.22495,-0.04798,-0.21878,-0.00617
68,50,-0.27756,0.03936,-0.34659,-0.23014,-0.05878,-0.21878,-0.01136
69,31,-0.18976,0.03981,-0.26323,-0.15104,-0.04047,-0.14929,-0.00175
76,81,-0.2473,0.03786,-0.32063,-0.19314,-0.08795,-0.15935,-0.03379
76,84,-0.24547,0.03056,-0.30866,-0.21574,-0.08612,-0.15935,-0.05639
76,83,-0.24286,0.04458,-0.32841,-0.18172,-0.08351,-0.15935,-0.02237
76,82,-0.2192,0.03897,-0.29157,-0.16129,-0.05985,-0.15935,-0.00194
76,80,-0.23553,0.04079,-0.30733,-0.19072,-0.07618,-0.15935,-0.03137
76,79,-0.25067,0.04171,-0.32556,-0.20761,-0.09132,-0.15935,-0.04826
76,78,-0.22866,0.03648,-0.30232,-0.1819,-0.06931,-0.15935,-0.02255
76,77,-0.23756,0.03141,-0.30497,-0.20421,-0.07821,-0.15935,-0.04486
76,85,-0.21008,0.03505,-0.28096,-0.16858,-0.05073,-0.15935,-0.00923
76,14,-0.21119,0.0269,-0.2558,-0.17312,-0.05184,-0.15935,-0.01377
76,13,-0.20793,0.02767,-0.24551,-0.16217,-0.04858,-0.15935,-0.00282
79,1,-0.30391,0.02937,-0.42648,-0.23684,-0.10057,-0.20334,-0.0335
80,71,-0.22156,0.02561,-0.30083,-0.19696,-0.05085,-0.17071,-0.02625
80,34,-0.26346,0.0409,-0.35941,-0.18221,-0.09275,-0.17071,-0.0115
80,35,-0.2196,0.03135,-0.29435,-0.185,-0.04889,-0.17071,-0.01429
80,28,-0.21263,0.03,-0.28982,-0.1738,-0.04192,-0.17071,-0.00309
81,101,-0.08204,0.02064,-0.12116,-0.0642,-0.025,-0.05704,-0.00716
81,102,-0.11531,0.02449,-0.16499,-0.08386,-0.05827,-0.05704,-0.02682
81,103,-0.11894,0.0279,-0.1609,-0.07129,-0.0619,-0.05704,-0.01425
81,143,-0.10368,0.02047,-0.11711,-0.05815,-0.04664,-0.05704,-0.00111
81,97,-0.10217,0.02665,-0.15598,-0.07954,-0.04513,-0.05704,-0.0225
81,94,-0.07678,0.00623,-0.08553,-0.06933,-0.01974,-0.05704,-0.01229
83,34,-0.24053,0.01958,-0.27751,-0.21693,-0.04447,-0.19606,-0.02087
83,26,-0.22569,0.0171,-0.24304,-0.20064,-0.02963,-0.19606,-0.00458
83,27,-0.25206,0.01942,-0.27761,-0.22358,-0.056,-0.19606,-0.02752
83,28,-0.24506,0.01578,-0.26407,-0.22757,-0.049,-0.19606,-0.03151
83,29,-0.24521,0.01125,-0.26237,-0.23185,-0.04915,-0.19606,-0.03579
83,30,-0.23685,0.00983,-0.24832,-0.22016,-0.04079,-0.19606,-0.0241
83,31,-0.24274,0.01901,-0.26455,-0.20823,-0.04668,-0.19606,-0.01217
83,32,-0.24756,0.02373,-0.27466,-0.20272,-0.0515,-0.19606,-0.00666
83,25,-0.22421,0.01606,-0.24431,-0.20032,-0.02815,-0.19606,-0.00426
83,24,-0.23065,0.01065,-0.24388,-0.21604,-0.03459,-0.19606,-0.01998
83,22,-0.23042,0.00848,-0.23812,-0.21634,-0.03436,-0.19606,-0.02028
83,23,-0.22806,0.01046,-0.2376,-0.20954,-0.032,-0.19606,-0.01348
83,20,-0.23889,0.01046,-0.25107,-0.22066,-0.04283,-0.19606,-0.0246
83,19,-0.22444,0.01334,-0.24062,-0.20194,-0.02838,-0.19606,-0.00588
83,21,-0.23648,0.01502,-0.25216,-0.21516,-0.04042,-0.19606,-0.0191
83,17,-0.23783,0.01191,-0.25277,-0.2212,-0.04177,-0.19606,-0.02514
83,18,-0.23467,0.01371,-0.25529,-0.21899,-0.03861,-0.19606,-0.02293
83,15,-0.2306,0.01705,-0.25202,-0.19999,-0.03454,-0.19606,-0.00393
83,16,-0.24693,0.01815,-0.2669,-0.21609,-0.05087,-0.19606,-0.02003
85,93,-0.18898,0.03774,-0.27061,-0.15568,-0.03949,-0.14949,-0.00619
85,92,-0.18232,0.03463,-0.25036,-0.15128,-0.03283,-0.14949,-0.00179
85,65,-0.22773,0.04663,-0.29726,-0.15336,-0.07824,-0.14949,-0.00387
85,30,-0.1886,0.04514,-0.28772,-0.1523,-0.03911,-0.14949,-0.00281
87,74,-0.27864,0.02925,-0.3115,-0.22119,-0.07502,-0.20362,-0.01757
87,76,-0.24687,0.0323,-0.31493,-0.21475,-0.04325,-0.20362,-0.01113
87,71,-0.25245,0.03141,-0.29127,-0.20881,-0.04883,-0.20362,-0.00519
87,68,-0.27194,0.03437,-0.31102,-0.2219,-0.06832,-0.20362,-0.01828
87,67,-0.30167,0.0349,-0.34968,-0.25651,-0.09805,-0.20362,-0.05289
87,3,-0.27749,0.03711,-0.33928,-0.22949,-0.07387,-0.20362,-0.02587
87,65,-0.26999,0.01671,-0.30219,-0.25593,-0.06637,-0.20362,-0.05231
87,40,-0.22247,0.01505,-0.25492,-0.21023,-0.01885,-0.20362,-0.00661
87,63,-0.25844,0.04066,-0.30874,-0.21385,-0.05482,-0.20362,-0.01023
87,33,-0.29004,0.02245,-0.32724,-0.25424,-0.08642,-0.20362,-0.05062
90,63,-0.18596,0.00667,-0.20366,-0.17653,-0.01098,-0.17498,-0.00155
90,69,-0.19084,0.01005,-0.21311,-0.17538,-0.01586,-0.17498,-0.0004
90,68,-0.20436,0.01357,-0.22851,-0.18516,-0.02938,-0.17498,-0.01018
90,67,-0.19945,0.00938,-0.21344,-0.18296,-0.02447,-0.17498,-0.00798
90,66,-0.19045,0.00725,-0.20241,-0.17917,-0.01547,-0.17498,-0.00419
91,70,-0.17582,0.0294,-0.22705,-0.14617,-0.05057,-0.12525,-0.02092
91,50,-0.15105,0.01385,-0.17628,-0.13854,-0.0258,-0.12525,-0.01329
91,45,-0.15863,0.0341,-0.22826,-0.12616,-0.03338,-0.12525,-0.00091
92,98,-0.17296,0.02285,-0.22302,-0.14204,-0.05211,-0.12085,-0.02119
92,97,-0.16267,0.02167,-0.21823,-0.13626,-0.04182,-0.12085,-0.01541
92,96,-0.1584,0.02195,-0.21048,-0.12994,-0.03755,-0.12085,-0.00909
92,95,-0.16773,0.02309,-0.22321,-0.12998,-0.04688,-0.12085,-0.00913
92,146,-0.20126,0.0161,-0.23029,-0.1664,-0.08041,-0.12085,-0.04555
92,147,-0.15665,0.0173,-0.19323,-0.1288,-0.0358,-0.12085,-0.00795
92,68,-0.17761,0.02502,-0.23092,-0.13644,-0.05676,-0.12085,-0.01559
92,7,-0.16275,0.01864,-0.19943,-0.13237,-0.0419,-0.12085,-0.01152
92,10,-0.17707,0.02496,-0.21552,-0.13835,-0.05622,-0.12085,-0.0175
92,40,-0.21703,0.03492,-0.27632,-0.13854,-0.09618,-0.12085,-0.01769
92,75,-0.17292,0.03509,-0.27274,-0.12755,-0.05207,-0.12085,-0.0067
92,71,-0.17649,0.03077,-0.24262,-0.12558,-0.05564,-0.12085,-0.00473
92,69,-0.18177,0.02869,-0.23739,-0.13219,-0.06092,-0.12085,-0.01134
92,67,-0.17497,0.02843,-0.23177,-0.12971,-0.05412,-0.12085,-0.00886
92,62,-0.16399,0.03248,-0.25409,-0.12831,-0.04314,-0.12085,-0.00746
